,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,privacy,activity,satisfaction,lat_acc,lat_rej,id,pol_inclination
0,0.3081342413086528,1.0,0.3811678071370954,-0.641168296821951,-0.028655229271441967,-0.05118394515725326,0.35390303282376145,0.35390303282376145,0,0.48189864972514984,1.5181013502748502,0,0.40171825328273236
1,0.26689846265548883,0.20542338461837328,0.325484940589839,-0.0022369114895007007,-0.35381227054521314,-0.44805234545241385,0.007098299177405343,0.007098299177405343,0,0.6745024893898074,1.3254975106101927,1,0.2669847192251381
2,0.6524283937096936,0.398535980408508,0.5782821434853663,-0.46203647969781114,-0.036372689216424794,-0.011343677216783674,0.42719919696046604,0.42719919696046604,0,0.5005499061887247,1.4994500938112751,2,0.35649989395576465
3,0.6938885157417666,0.2158183963922034,0.3569200640335739,-0.32122013822953194,-0.1571692504249731,-0.23619150381279302,0.6859322865936603,0.6859322865936603,0,0.4144140330204837,1.5855859669795163,3,0.33020131143914033
4,0.18457598256502497,0.12745404142378342,0.10843378547203235,-1.0,-0.04183609206575307,-0.060277537186699724,0.7165403283084186,0.7165403283084186,0,0.6060664133308846,1.3939335866691154,4,0.25376290645221555
5,0.41923839935019047,0.6900877638916443,0.6620129430702384,-0.4605255500327837,-0.18881988189442347,-0.6292524566722043,0.048796806947084326,0.048796806947084326,0,0.45436024031165473,1.5456397596883453,5,0.5083228324852473
6,0.010128180134757721,0.2829889995582571,0.3971041599492964,-0.7518891235477002,-0.04418416843178555,-0.09344313635887458,0.12928718561733488,0.12928718561733488,0,0.46208967281709157,1.5379103271829084,6,0.2632896279967786
7,0.29329466183522174,0.2169977006789401,1.0,-0.35551776393999107,-0.8018946452480948,-0.060398653874241696,0.1648030948191489,0.1648030948191489,0,0.5847082998279259,1.415291700172074,7,0.4546839042627482
8,0.15936286736309052,0.5783319433463324,0.9293816481085134,-0.006281727008128418,-0.6513924465765828,-0.2299346180785766,0.13680662772716656,0.13680662772716656,0,0.38699627401777653,1.6130037259822234,8,0.425780875080204
9,0.4488594033573097,0.3801781747716041,0.49582432861021775,-0.39113128121638124,-0.0021495511170805393,-0.48872327827866535,0.32725432401074217,0.32725432401074217,0,0.4759108495194975,1.5240891504805025,9,0.36781100289187646
10,0.6758586249350368,0.6092638386299775,0.4121311398431656,-0.883791964242389,-0.20630723834646172,-0.16619798942556055,0.38083405237120016,0.38083405237120016,0,0.21800242084005483,1.7819975791599452,10,0.4922584659037652
11,0.15359784541636692,0.5035671599884932,0.6610279162218368,-0.1943460536222397,-0.10340708685407517,-0.5183400171252495,0.07510465916350484,0.07510465916350484,0,0.5279630470476406,1.4720369529523594,11,0.35571434653804357
12,0.26591706648988095,0.1171376891320905,0.7431274233804023,-0.035452454148908276,-0.10924732220073062,-0.4798485026557043,0.11252623628853908,0.11252623628853908,0,0.5933498749914455,1.4066501250085546,12,0.29178840966795283
13,0.058085982675231296,0.6519748326170085,0.2690525689630357,-0.8835408821334231,-0.25440680546172745,-0.5210653736449717,0.004720095202325414,0.004720095202325414,0,0.38016349463895444,1.6198365053610455,13,0.4396877409158996
14,0.2055548522387294,0.22897868154428141,0.14782597488537225,-0.04469387618625791,-0.32059888343553616,-0.43989793419766837,0.1563767754774278,0.1563767754774278,0,0.4118809293449096,1.5881190706550905,14,0.2312583670813076
15,0.28986206362330735,0.33691671266708767,0.18564455771562993,-0.200620057693081,-0.557458941365607,-0.5142369825620965,0.5956980755779722,0.5956980755779722,0,0.6735099426154881,1.326490057384512,15,0.3474565526044683
16,0.008526524350463582,0.17961845411697247,0.02411212356445903,-0.3582436960511046,-0.5214971584947699,-0.63358336313352,0.12480606801872085,0.12480606801872085,0,0.5478458317479923,1.4521541682520076,16,0.28759688661854826
17,0.14751079568742093,0.16967244175281393,0.4880849970388043,-0.5260337976281463,-0.10141864042923689,-0.15703148667332012,0.1121262767318697,0.1121262767318697,0,0.7036732975873827,1.2963267024126173,17,0.26495869320162374
18,0.6074793625254301,1.0,1.0,-0.3527159677507236,-0.12147078401655999,-0.27303682363475856,0.3951831965204158,0.3951831965204158,0,0.5492814772350032,1.4507185227649968,18,0.5591171563212454
19,0.6863283608214158,0.2644772011088301,0.003747426297948211,-0.16736770062632603,-0.7561100217998286,-0.5352291555031695,0.21886033259265392,0.21886033259265392,0,0.35765933082417417,1.6423406691758258,19,0.4022099776929197
20,0.26997398637328746,0.033785942438104725,0.12476318824310435,-0.2637144204012171,-1.0,-0.8938905351722329,0.43648511514039157,0.43648511514039157,0,0.46860758790411,1.53139241209589,20,0.4310213454379911
21,0.05538264220927184,0.17980452009399864,0.20238980550850097,-0.46380196620902164,-0.02716484222666728,-0.45241986410625995,0.22873441991438936,0.22873441991438936,0,0.5266338631573559,1.473366136842644,21,0.23016060672562005
22,0.5435840046377161,0.1704836517590018,0.12310575370263695,-0.11292309593582499,-0.4595669596629116,-0.17554702031676095,0.012924782092988418,0.012924782092988418,0,0.3264345686368927,1.6735654313631074,22,0.26420174766914206
23,1.0,1.0,0.33475643667396865,-0.01681277143856507,-0.0092729705836123,-0.779050898884615,0.023958753986277004,0.023958753986277004,0,0.5173940590613617,1.4826059409386383,23,0.5233155129301268
24,0.4208833199320546,0.24245735779587257,0.09505542031049846,-0.0009004761368688473,-0.6116322745285281,-0.09630976983106841,0.37396954877391086,0.37396954877391086,0,0.4798450184873002,1.5201549815126998,24,0.24453976975581518
25,0.5573735533156018,1.0,0.24364137721119647,-0.8204127989572634,-0.44928829312729107,-0.8584636157304588,0.11750994164018236,0.11750994164018236,0,0.3470040137154499,1.65299598628455,25,0.6548632730569686
26,0.5177589566560695,0.467782705468864,0.21611872268694662,-0.6443042211013565,-0.605150775970586,-0.11001193480010146,0.08888660712818441,0.08888660712818441,0,0.3696775142242005,1.6303224857757996,26,0.426854552780654
27,0.4229458132732733,0.09005243380579497,0.06288523708828396,-0.035905983984617196,-1.0,-0.3492577923214913,0.07196397578058533,0.07196397578058533,0,0.3019195530508306,1.6980804469491693,27,0.3268412100789101
